n,m,height,block_d,block_type,Lambda,Out,In,Delta,DeltaMertens
2,7580,2,4,smooth,-8.9332684786,1.476796e-05,0.000000e+00,-1.476796e-05,-4.442600e-07
2,7582,1,4,smooth,+8.9335322961,1.476363e-05,0.000000e+00,-1.476363e-05,-4.437068e-07
2,7584,5,4,smooth,+0.0000000000,1.475930e-05,0.000000e+00,-1.475930e-05,-4.431540e-07
2,7586,1,4,smooth,+8.9340597222,1.475497e-05,0.000000e+00,-1.475497e-05,-4.426017e-07
2,7588,2,4,smooth,-8.9343233311,1.475065e-05,0.000000e+00,-1.475065e-05,-4.420498e-07
2,7590,1,4,smooth,+8.9345868704,1.474632e-05,0.000000e+00,-1.474632e-05,-4.414984e-07
2,7592,3,4,smooth,+0.0000000000,1.474200e-05,0.000000e+00,-1.474200e-05,-4.409473e-07
2,7594,1,4,smooth,+8.9351137408,1.473769e-05,0.000000e+00,-1.473769e-05,-4.403967e-07
2,7596,2,4,smooth,-17.8707541439,1.473337e-05,0.000000e+00,-1.473337e-05,-4.398466e-07
2,7598,1,4,smooth,+8.9356403337,1.472906e-05,0.000000e+00,-1.472906e-05,-4.392968e-07
2,7600,4,4,smooth,+0.0000000000,1.472475e-05,0.000000e+00,-1.472475e-05,-4.387475e-07
2,7602,1,4,smooth,+8.9361666495,1.472044e-05,0.000000e+00,-1.472044e-05,-4.381986e-07
2,7604,2,4,smooth,+0.0000000000,1.471614e-05,0.000000e+00,-1.471614e-05,-4.376502e-07
2,7606,1,4,smooth,+8.9366926885,1.471184e-05,0.000000e+00,-1.471184e-05,-4.371022e-07
2,7608,3,4,smooth,+0.0000000000,1.470754e-05,0.000000e+00,-1.470754e-05,-4.365546e-07
2,7610,1,4,smooth,+8.9372184509,1.470324e-05,0.000000e+00,-1.470324e-05,-4.360074e-07
2,7612,2,4,smooth,-8.9374812284,1.469894e-05,0.000000e+00,-1.469894e-05,-4.354606e-07
2,7614,1,4,smooth,+8.9377439369,1.469465e-05,0.000000e+00,-1.469465e-05,-4.349143e-07
2,7616,6,4,smooth,+0.0000000000,1.469036e-05,0.000000e+00,-1.469036e-05,-4.343684e-07
2,7618,1,4,smooth,+8.9382691470,1.468607e-05,0.000000e+00,-1.468607e-05,-4.338230e-07
2,7620,2,4,smooth,-26.8155949460,1.468178e-05,0.000000e+00,-1.468178e-05,-4.332779e-07
2,7622,1,4,smooth,+8.9387940814,1.467750e-05,0.000000e+00,-1.467750e-05,-4.327333e-07
2,7624,3,4,smooth,+0.0000000000,1.467322e-05,0.000000e+00,-1.467322e-05,-4.321891e-07
2,7626,1,4,smooth,+8.9393187404,1.466894e-05,0.000000e+00,-1.466894e-05,-4.316453e-07
2,7628,2,4,smooth,+0.0000000000,1.466467e-05,0.000000e+00,-1.466467e-05,-4.311020e-07
2,7630,1,4,smooth,+8.9398431243,1.466039e-05,0.000000e+00,-1.466039e-05,-4.305591e-07
2,7632,4,4,smooth,+0.0000000000,1.465612e-05,0.000000e+00,-1.465612e-05,-4.300166e-07
2,7634,1,4,smooth,+8.9403672333,1.465185e-05,0.000000e+00,-1.465185e-05,-4.294745e-07
2,7636,2,4,smooth,-8.9406291848,1.464758e-05,0.000000e+00,-1.464758e-05,-4.289328e-07
2,7638,1,4,smooth,+8.9408910678,1.464332e-05,0.000000e+00,-1.464332e-05,-4.283916e-07
2,7640,3,4,smooth,+0.0000000000,1.463906e-05,0.000000e+00,-1.463906e-05,-4.278508e-07
2,7642,1,4,smooth,+8.9414146280,1.463480e-05,0.000000e+00,-1.463480e-05,-4.273104e-07
2,7644,2,4,smooth,-44.7083815268,1.463054e-05,0.000000e+00,-1.463054e-05,-4.267704e-07
2,7646,1,4,smooth,+8.9419379143,1.462629e-05,0.000000e+00,-1.462629e-05,-4.262308e-07
2,7648,5,4,smooth,+0.0000000000,1.462203e-05,0.000000e+00,-1.462203e-05,-4.256917e-07
2,7650,1,4,smooth,+8.9424609268,1.461778e-05,0.000000e+00,-1.461778e-05,-4.251530e-07
2,7652,2,4,smooth,+0.0000000000,1.461354e-05,0.000000e+00,-1.461354e-05,-4.246147e-07
2,7654,1,4,smooth,+8.9429836660,1.460929e-05,0.000000e+00,-1.460929e-05,-4.240768e-07
2,7656,3,4,smooth,+17.8864898663,1.460505e-05,0.000000e+00,-1.460505e-05,-4.235393e-07
2,7658,1,4,smooth,+8.9435061320,1.460081e-05,0.000000e+00,-1.460081e-05,-4.230023e-07
2,7660,2,4,smooth,-8.9437672627,1.459657e-05,0.000000e+00,-1.459657e-05,-4.224656e-07
2,7662,1,4,smooth,+8.9440283253,1.459233e-05,0.000000e+00,-1.459233e-05,-4.219294e-07
2,7664,4,4,smooth,+0.0000000000,1.458810e-05,0.000000e+00,-1.458810e-05,-4.213936e-07
2,7666,1,4,smooth,+8.9445502459,1.458387e-05,0.000000e+00,-1.458387e-05,-4.208582e-07
2,7668,2,4,smooth,-26.8344333125,1.457964e-05,0.000000e+00,-1.457964e-05,-4.203233e-07
2,7670,1,4,smooth,+8.9450718944,1.457541e-05,0.000000e+00,-1.457541e-05,-4.197887e-07
2,7672,3,4,smooth,+0.0000000000,1.457119e-05,0.000000e+00,-1.457119e-05,-4.192546e-07
2,7674,1,4,smooth,+8.9455932708,1.456696e-05,0.000000e+00,-1.456696e-05,-4.187209e-07
2,7676,2,4,smooth,-8.9458538571,1.456274e-05,0.000000e+00,-1.456274e-05,-4.181875e-07
2,7678,1,4,smooth,+8.9461143756,1.455853e-05,0.000000e+00,-1.455853e-05,-4.176546e-07
2,7680,9,4,smooth,+0.0000000000,1.455431e-05,0.000000e+00,-1.455431e-05,-4.171222e-07
2,7682,1,4,smooth,+8.9466352089,1.455010e-05,0.000000e+00,-1.455010e-05,-4.165901e-07
2,7684,2,4,smooth,-8.9468955239,1.454589e-05,0.000000e+00,-1.454589e-05,-4.160584e-07
2,7686,1,4,smooth,+8.9471557711,1.454168e-05,0.000000e+00,-1.454168e-05,-4.155272e-07
2,7688,3,4,smooth,+0.0000000000,1.453748e-05,0.000000e+00,-1.453748e-05,-4.149963e-07
2,7690,1,4,smooth,+8.9476760625,1.453327e-05,0.000000e+00,-1.453327e-05,-4.144659e-07
2,7692,2,4,smooth,-8.9479361067,1.452907e-05,0.000000e+00,-1.452907e-05,-4.139359e-07
2,7694,1,4,smooth,+8.9481960833,1.452487e-05,0.000000e+00,-1.452487e-05,-4.134063e-07
2,7696,4,4,smooth,+0.0000000000,1.452068e-05,0.000000e+00,-1.452068e-05,-4.128771e-07
2,7698,1,4,smooth,+8.9487158338,1.451648e-05,0.000000e+00,-1.451648e-05,-4.123483e-07
2,7700,2,4,smooth,-44.7448780392,1.451229e-05,0.000000e+00,-1.451229e-05,-4.118199e-07
2,7702,1,4,smooth,+8.9492353144,1.450810e-05,0.000000e+00,-1.450810e-05,-4.112919e-07
2,7704,3,4,smooth,+8.9494949535,1.450391e-05,0.000000e+00,-1.450391e-05,-4.107643e-07
2,7706,1,4,smooth,+8.9497545252,1.449973e-05,0.000000e+00,-1.449973e-05,-4.102372e-07
2,7708,2,4,smooth,-8.9500140295,1.449555e-05,0.000000e+00,-1.449555e-05,-4.097104e-07
2,7710,1,4,smooth,+8.9502734666,1.449137e-05,0.000000e+00,-1.449137e-05,-4.091841e-07
2,7712,5,4,smooth,+0.0000000000,1.448719e-05,0.000000e+00,-1.448719e-05,-4.086581e-07
2,7714,1,4,smooth,+8.9507921388,1.448301e-05,0.000000e+00,-1.448301e-05,-4.081326e-07
2,7716,2,4,smooth,-8.9510513740,1.447884e-05,0.000000e+00,-1.447884e-05,-4.076075e-07
2,7718,1,4,smooth,+8.9513105421,1.447467e-05,0.000000e+00,-1.447467e-05,-4.070828e-07
2,7720,3,4,smooth,+0.0000000000,1.447050e-05,0.000000e+00,-1.447050e-05,-4.065584e-07
2,7722,1,4,smooth,+8.9518286768,1.446633e-05,0.000000e+00,-1.446633e-05,-4.060345e-07
2,7724,2,4,smooth,+0.0000000000,1.446217e-05,0.000000e+00,-1.446217e-05,-4.055110e-07
2,7726,1,4,smooth,+8.9523465432,1.445801e-05,0.000000e+00,-1.445801e-05,-4.049879e-07
2,7728,4,4,smooth,+0.0000000000,1.445385e-05,0.000000e+00,-1.445385e-05,-4.044652e-07
2,7730,1,4,smooth,+8.9528641416,1.444969e-05,0.000000e+00,-1.444969e-05,-4.039429e-07
2,7732,2,4,smooth,+0.0000000000,1.444553e-05,0.000000e+00,-1.444553e-05,-4.034210e-07
2,7734,1,4,smooth,+8.9533814722,1.444138e-05,0.000000e+00,-1.444138e-05,-4.028995e-07
2,7736,3,4,smooth,+0.0000000000,1.443723e-05,0.000000e+00,-1.443723e-05,-4.023784e-07
2,7738,1,4,smooth,+8.9538985353,1.443308e-05,0.000000e+00,-1.443308e-05,-4.018577e-07
2,7740,2,4,smooth,-44.7707848329,1.442894e-05,0.000000e+00,-1.442894e-05,-4.013374e-07
2,7742,1,4,smooth,+8.9544153311,1.442479e-05,0.000000e+00,-1.442479e-05,-4.008175e-07
2,7744,6,4,smooth,+0.0000000000,1.442065e-05,0.000000e+00,-1.442065e-05,-4.002980e-07
2,7746,1,4,smooth,+8.9549318601,1.441651e-05,0.000000e+00,-1.441651e-05,-3.997789e-07
2,7748,2,4,smooth,-8.9551900245,1.441238e-05,0.000000e+00,-1.441238e-05,-3.992602e-07
2,7750,1,4,smooth,+8.9554481223,1.440824e-05,0.000000e+00,-1.440824e-05,-3.987419e-07
2,7752,3,4,smooth,+17.9114123071,1.440411e-05,0.000000e+00,-1.440411e-05,-3.982241e-07
2,7754,1,4,smooth,+8.9559641182,1.439998e-05,0.000000e+00,-1.439998e-05,-3.977066e-07
2,7756,2,4,smooth,-8.9562220164,1.439585e-05,0.000000e+00,-1.439585e-05,-3.971895e-07
2,7758,1,4,smooth,+8.9564798480,1.439173e-05,0.000000e+00,-1.439173e-05,-3.966727e-07
2,7760,4,4,smooth,+0.0000000000,1.438760e-05,0.000000e+00,-1.438760e-05,-3.961564e-07
2,7762,1,4,smooth,+8.9569953119,1.438348e-05,0.000000e+00,-1.438348e-05,-3.956405e-07
2,7764,2,4,smooth,-8.9572529443,1.437936e-05,0.000000e+00,-1.437936e-05,-3.951250e-07
2,7766,1,4,smooth,+8.9575105103,1.437525e-05,0.000000e+00,-1.437525e-05,-3.946099e-07
2,7768,3,4,smooth,+0.0000000000,1.437113e-05,0.000000e+00,-1.437113e-05,-3.940952e-07
2,7770,1,4,smooth,+8.9580254434,1.436702e-05,0.000000e+00,-1.436702e-05,-3.935808e-07
2,7772,2,4,smooth,-8.9582828105,1.436291e-05,0.000000e+00,-1.436291e-05,-3.930669e-07
2,7774,1,4,smooth,+8.9585401114,1.435880e-05,0.000000e+00,-1.435880e-05,-3.925534e-07
2,7776,5,4,smooth,+1.7917594692,1.435470e-05,0.000000e+00,-1.435470e-05,-3.920402e-07
2,7778,1,4,smooth,+8.9590545147,1.435059e-05,0.000000e+00,-1.435059e-05,-3.915275e-07
2,7780,2,4,smooth,-8.9593116172,1.434649e-05,0.000000e+00,-1.434649e-05,-3.910151e-07
2,7782,1,4,smooth,+8.9595686535,1.434239e-05,0.000000e+00,-1.434239e-05,-3.905032e-07
2,7784,3,4,smooth,+0.0000000000,1.433830e-05,0.000000e+00,-1.433830e-05,-3.899916e-07
2,7786,1,4,smooth,+8.9600825282,1.433420e-05,0.000000e+00,-1.433420e-05,-3.894804e-07
2,7788,2,4,smooth,-26.8810180995,1.433011e-05,0.000000e+00,-1.433011e-05,-3.889696e-07
2,7790,1,4,smooth,+8.9605961389,1.432602e-05,0.000000e+00,-1.432602e-05,-3.884592e-07
2,7792,4,4,smooth,+0.0000000000,1.432194e-05,0.000000e+00,-1.432194e-05,-3.879492e-07
2,7794,1,4,smooth,+8.9611094859,1.431785e-05,0.000000e+00,-1.431785e-05,-3.874396e-07
2,7796,2,4,smooth,+0.0000000000,1.431377e-05,0.000000e+00,-1.431377e-05,-3.869304e-07
2,7798,1,4,smooth,+8.9616225695,1.430969e-05,0.000000e+00,-1.430969e-05,-3.864215e-07
2,7800,3,4,smooth,+62.7331530887,1.430561e-05,0.000000e+00,-1.430561e-05,-3.859131e-07
2,7802,1,4,smooth,+8.9621353901,1.430153e-05,0.000000e+00,-1.430153e-05,-3.854050e-07
2,7804,2,4,smooth,+0.0000000000,1.429746e-05,0.000000e+00,-1.429746e-05,-3.848974e-07
2,7806,1,4,smooth,+8.9626479477,1.429339e-05,0.000000e+00,-1.429339e-05,-3.843901e-07
2,7808,7,4,smooth,+0.0000000000,1.428932e-05,0.000000e+00,-1.428932e-05,-3.838832e-07
2,7810,1,4,smooth,+8.9631602428,1.428525e-05,0.000000e+00,-1.428525e-05,-3.833767e-07
2,7812,2,4,smooth,-44.8170814600,1.428118e-05,0.000000e+00,-1.428118e-05,-3.828706e-07
2,7814,1,4,smooth,+8.9636722756,1.427712e-05,0.000000e+00,-1.427712e-05,-3.823648e-07
2,7816,3,4,smooth,+0.0000000000,1.427306e-05,0.000000e+00,-1.427306e-05,-3.818595e-07
2,7818,1,4,smooth,+8.9641840464,1.426900e-05,0.000000e+00,-1.426900e-05,-3.813545e-07
2,7820,2,4,smooth,-26.8933195006,1.426494e-05,0.000000e+00,-1.426494e-05,-3.808499e-07
2,7822,1,4,smooth,+8.9646955553,1.426089e-05,0.000000e+00,-1.426089e-05,-3.803457e-07
2,7824,4,4,smooth,+0.0000000000,1.425684e-05,0.000000e+00,-1.425684e-05,-3.798419e-07
2,7826,1,4,smooth,+8.9652068028,1.425279e-05,0.000000e+00,-1.425279e-05,-3.793385e-07
2,7828,2,4,smooth,-8.9654623285,1.424874e-05,0.000000e+00,-1.424874e-05,-3.788355e-07
2,7830,1,4,smooth,+8.9657177890,1.424470e-05,0.000000e+00,-1.424470e-05,-3.783328e-07
2,7832,3,4,smooth,+0.0000000000,1.424065e-05,0.000000e+00,-1.424065e-05,-3.778306e-07
2,7834,1,4,smooth,+8.9662285142,1.423661e-05,0.000000e+00,-1.423661e-05,-3.773287e-07
2,7836,2,4,smooth,-8.9664837791,1.423257e-05,0.000000e+00,-1.423257e-05,-3.768272e-07
2,7838,1,4,smooth,+8.9667389788,1.422854e-05,0.000000e+00,-1.422854e-05,-3.763261e-07
2,7840,5,4,smooth,+0.0000000000,1.422450e-05,0.000000e+00,-1.422450e-05,-3.758253e-07
2,7842,1,4,smooth,+8.9672491829,1.422047e-05,0.000000e+00,-1.422047e-05,-3.753250e-07
2,7844,2,4,smooth,-8.9675041873,1.421644e-05,0.000000e+00,-1.421644e-05,-3.748250e-07
2,7846,1,4,smooth,+8.9677591268,1.421241e-05,0.000000e+00,-1.421241e-05,-3.743254e-07
2,7848,3,4,smooth,+8.9680140012,1.420839e-05,0.000000e+00,-1.420839e-05,-3.738262e-07
2,7850,1,4,smooth,+8.9682688108,1.420436e-05,0.000000e+00,-1.420436e-05,-3.733274e-07
2,7852,2,4,smooth,-8.9685235554,1.420034e-05,0.000000e+00,-1.420034e-05,-3.728289e-07
2,7854,1,4,smooth,+8.9687782351,1.419632e-05,0.000000e+00,-1.419632e-05,-3.723308e-07
2,7856,4,4,smooth,+0.0000000000,1.419230e-05,0.000000e+00,-1.419230e-05,-3.718331e-07
2,7858,1,4,smooth,+8.9692874001,1.418829e-05,0.000000e+00,-1.418829e-05,-3.713358e-07
2,7860,2,4,smooth,-26.9086256563,1.418428e-05,0.000000e+00,-1.418428e-05,-3.708389e-07
2,7862,1,4,smooth,+8.9697963060,1.418027e-05,0.000000e+00,-1.418027e-05,-3.703423e-07
2,7864,3,4,smooth,+0.0000000000,1.417626e-05,0.000000e+00,-1.417626e-05,-3.698461e-07
2,7866,1,4,smooth,+8.9703049530,1.417225e-05,0.000000e+00,-1.417225e-05,-3.693503e-07
2,7868,2,4,smooth,-8.9705591795,1.416825e-05,0.000000e+00,-1.416825e-05,-3.688549e-07
2,7870,1,4,smooth,+8.9708133414,1.416425e-05,0.000000e+00,-1.416425e-05,-3.683599e-07
2,7872,6,4,smooth,+0.0000000000,1.416025e-05,0.000000e+00,-1.416025e-05,-3.678652e-07
2,7874,1,4,smooth,+8.9713214715,1.415625e-05,0.000000e+00,-1.415625e-05,-3.673709e-07
2,7876,2,4,smooth,-8.9715754398,1.415225e-05,0.000000e+00,-1.415225e-05,-3.668770e-07
2,7878,1,4,smooth,+8.9718293435,1.414826e-05,0.000000e+00,-1.414826e-05,-3.663834e-07
2,7880,3,4,smooth,+0.0000000000,1.414427e-05,0.000000e+00,-1.414427e-05,-3.658902e-07
2,7882,1,4,smooth,+8.9723369578,1.414028e-05,0.000000e+00,-1.414028e-05,-3.653974e-07
2,7884,2,4,smooth,-26.9177720048,1.413629e-05,0.000000e+00,-1.413629e-05,-3.649050e-07
2,7886,1,4,smooth,+8.9728443144,1.413231e-05,0.000000e+00,-1.413231e-05,-3.644130e-07
2,7888,4,4,smooth,+0.0000000000,1.412833e-05,0.000000e+00,-1.412833e-05,-3.639213e-07
2,7890,1,4,smooth,+8.9733514138,1.412435e-05,0.000000e+00,-1.412435e-05,-3.634300e-07
2,7892,2,4,smooth,+0.0000000000,1.412037e-05,0.000000e+00,-1.412037e-05,-3.629390e-07
2,7894,1,4,smooth,+8.9738582562,1.411639e-05,0.000000e+00,-1.411639e-05,-3.624485e-07
2,7896,3,4,smooth,+17.9482231622,1.411242e-05,0.000000e+00,-1.411242e-05,-3.619583e-07
2,7898,1,4,smooth,+8.9743648418,1.410844e-05,0.000000e+00,-1.410844e-05,-3.614685e-07
2,7900,2,4,smooth,-17.9492360769,1.410448e-05,0.000000e+00,-1.410448e-05,-3.609790e-07
2,7902,1,4,smooth,+8.9748711710,1.410051e-05,0.000000e+00,-1.410051e-05,-3.604900e-07
2,7904,5,4,smooth,+0.0000000000,1.409654e-05,0.000000e+00,-1.409654e-05,-3.600013e-07
2,7906,1,4,smooth,+8.9753772439,1.409258e-05,0.000000e+00,-1.409258e-05,-3.595129e-07
2,7908,2,4,smooth,-8.9756301843,1.408862e-05,0.000000e+00,-1.408862e-05,-3.590250e-07
2,7910,1,4,smooth,+8.9758830608,1.408466e-05,0.000000e+00,-1.408466e-05,-3.585374e-07
2,7912,3,4,smooth,+0.0000000000,1.408070e-05,0.000000e+00,-1.408070e-05,-3.580501e-07
2,7914,1,4,smooth,+8.9763886219,1.407675e-05,0.000000e+00,-1.407675e-05,-3.575633e-07
2,7916,2,4,smooth,+0.0000000000,1.407279e-05,0.000000e+00,-1.407279e-05,-3.570768e-07
2,7918,1,4,smooth,+8.9768939277,1.406884e-05,0.000000e+00,-1.406884e-05,-3.565907e-07
2,7920,4,4,smooth,-26.9314394544,1.406490e-05,0.000000e+00,-1.406490e-05,-3.561049e-07
2,7922,1,4,smooth,+8.9773989782,1.406095e-05,0.000000e+00,-1.406095e-05,-3.556195e-07
2,7924,2,4,smooth,-8.9776514078,1.405700e-05,0.000000e+00,-1.405700e-05,-3.551345e-07
2,7926,1,4,smooth,+8.9779037738,1.405306e-05,0.000000e+00,-1.405306e-05,-3.546499e-07
2,7928,3,4,smooth,+0.0000000000,1.404912e-05,0.000000e+00,-1.404912e-05,-3.541656e-07
2,7930,1,4,smooth,+8.9784083146,1.404518e-05,0.000000e+00,-1.404518e-05,-3.536817e-07
2,7932,2,4,smooth,-8.9786604896,1.404125e-05,0.000000e+00,-1.404125e-05,-3.531981e-07
2,7934,1,4,smooth,+8.9789126011,1.403732e-05,0.000000e+00,-1.403732e-05,-3.527149e-07
2,7936,8,4,smooth,+0.0000000000,1.403338e-05,0.000000e+00,-1.403338e-05,-3.522321e-07
2,7938,1,4,smooth,+8.9794166333,1.402945e-05,0.000000e+00,-1.402945e-05,-3.517497e-07
2,7940,2,4,smooth,-8.9796685542,1.402553e-05,0.000000e+00,-1.402553e-05,-3.512676e-07
2,7942,1,4,smooth,+8.9799204117,1.402160e-05,0.000000e+00,-1.402160e-05,-3.507858e-07
2,7944,3,4,smooth,+0.0000000000,1.401768e-05,0.000000e+00,-1.401768e-05,-3.503045e-07
2,7946,1,4,smooth,+8.9804239364,1.401376e-05,0.000000e+00,-1.401376e-05,-3.498235e-07
2,7948,2,4,smooth,+0.0000000000,1.400984e-05,0.000000e+00,-1.400984e-05,-3.493428e-07
2,7950,1,4,smooth,+8.9809272076,1.400592e-05,0.000000e+00,-1.400592e-05,-3.488625e-07
2,7952,4,4,smooth,+0.0000000000,1.400201e-05,0.000000e+00,-1.400201e-05,-3.483826e-07
2,7954,1,4,smooth,+8.9814302258,1.399809e-05,0.000000e+00,-1.399809e-05,-3.479031e-07
2,7956,2,4,smooth,-44.9084081999,1.399418e-05,0.000000e+00,-1.399418e-05,-3.474239e-07
2,7958,1,4,smooth,+8.9819329910,1.399028e-05,0.000000e+00,-1.399028e-05,-3.469451e-07
2,7960,3,4,smooth,+0.0000000000,1.398637e-05,0.000000e+00,-1.398637e-05,-3.464666e-07
2,7962,1,4,smooth,+8.9824355036,1.398246e-05,0.000000e+00,-1.398246e-05,-3.459885e-07
2,7964,2,4,smooth,-8.9826866652,1.397856e-05,0.000000e+00,-1.397856e-05,-3.455107e-07
2,7966,1,4,smooth,+8.9829377637,1.397466e-05,0.000000e+00,-1.397466e-05,-3.450333e-07
2,7968,5,4,smooth,+0.0000000000,1.397076e-05,0.000000e+00,-1.397076e-05,-3.445563e-07
2,7970,1,4,smooth,+8.9834397718,1.396687e-05,0.000000e+00,-1.396687e-05,-3.440796e-07
2,7972,2,4,smooth,+0.0000000000,1.396297e-05,0.000000e+00,-1.396297e-05,-3.436033e-07
2,7974,1,4,smooth,+8.9839415279,1.395908e-05,0.000000e+00,-1.395908e-05,-3.431274e-07
2,7976,3,4,smooth,+0.0000000000,1.395519e-05,0.000000e+00,-1.395519e-05,-3.426518e-07
2,7978,1,4,smooth,+8.9844430325,1.395130e-05,0.000000e+00,-1.395130e-05,-3.421766e-07
2,7980,2,4,smooth,-62.8928558331,1.394742e-05,0.000000e+00,-1.394742e-05,-3.417017e-07
2,7982,1,4,smooth,+8.9849442856,1.394353e-05,0.000000e+00,-1.394353e-05,-3.412272e-07
2,7984,4,4,smooth,+0.0000000000,1.393965e-05,0.000000e+00,-1.393965e-05,-3.407530e-07
2,7986,1,4,smooth,+8.9854452876,1.393577e-05,0.000000e+00,-1.393577e-05,-3.402792e-07
2,7988,2,4,smooth,+0.0000000000,1.393190e-05,0.000000e+00,-1.393190e-05,-3.398057e-07
2,7990,1,4,smooth,+8.9859460388,1.392802e-05,0.000000e+00,-1.392802e-05,-3.393326e-07
2,7992,3,4,smooth,+26.9585889610,1.392415e-05,0.000000e+00,-1.392415e-05,-3.388599e-07
2,7994,1,4,smooth,+8.9864465393,1.392028e-05,0.000000e+00,-1.392028e-05,-3.383875e-07
2,7996,2,4,smooth,+0.0000000000,1.391641e-05,0.000000e+00,-1.391641e-05,-3.379155e-07
2,7998,1,4,smooth,+8.9869467894,1.391254e-05,0.000000e+00,-1.391254e-05,-3.374438e-07
2,8000,6,4,smooth,+0.0000000000,1.390868e-05,0.000000e+00,-1.390868e-05,-3.369725e-07
2,8002,1,4,smooth,+8.9874467894,1.390481e-05,0.000000e+00,-1.390481e-05,-3.365015e-07
2,8004,2,4,smooth,-26.9630900871,1.390095e-05,0.000000e+00,-1.390095e-05,-3.360309e-07
2,8006,1,4,smooth,+8.9879465396,1.389709e-05,0.000000e+00,-1.389709e-05,-3.355606e-07
2,8008,3,4,smooth,+17.9763926420,1.389324e-05,0.000000e+00,-1.389324e-05,-3.350907e-07
2,8010,1,4,smooth,+8.9884460401,1.388938e-05,0.000000e+00,-1.388938e-05,-3.346212e-07
2,8012,2,4,smooth,+0.0000000000,1.388553e-05,0.000000e+00,-1.388553e-05,-3.341520e-07
2,8014,1,4,smooth,+8.9889452912,1.388168e-05,0.000000e+00,-1.388168e-05,-3.336831e-07
2,8016,4,4,smooth,+0.0000000000,1.387783e-05,0.000000e+00,-1.387783e-05,-3.332146e-07
2,8018,1,4,smooth,+8.9894442932,1.387398e-05,0.000000e+00,-1.387398e-05,-3.327464e-07
2,8020,2,4,smooth,-8.9896937009,1.387014e-05,0.000000e+00,-1.387014e-05,-3.322786e-07
2,8022,1,4,smooth,+8.9899430463,1.386629e-05,0.000000e+00,-1.386629e-05,-3.318112e-07
2,8024,3,4,smooth,+0.0000000000,1.386245e-05,0.000000e+00,-1.386245e-05,-3.313441e-07
2,8026,1,4,smooth,+8.9904415508,1.385861e-05,0.000000e+00,-1.385861e-05,-3.308774e-07
2,8028,2,4,smooth,-17.9813814198,1.385478e-05,0.000000e+00,-1.385478e-05,-3.304110e-07
2,8030,1,4,smooth,+8.9909398069,1.385094e-05,0.000000e+00,-1.385094e-05,-3.299449e-07
2,8032,5,4,smooth,+0.0000000000,1.384711e-05,0.000000e+00,-1.384711e-05,-3.294792e-07
2,8034,1,4,smooth,+8.9914378149,1.384328e-05,0.000000e+00,-1.384328e-05,-3.290139e-07
2,8036,2,4,smooth,-17.9833734519,1.383945e-05,0.000000e+00,-1.383945e-05,-3.285488e-07
2,8038,1,4,smooth,+8.9919355750,1.383563e-05,0.000000e+00,-1.383563e-05,-3.280842e-07
2,8040,3,4,smooth,+17.9843687243,1.383180e-05,0.000000e+00,-1.383180e-05,-3.276199e-07
2,8042,1,4,smooth,+8.9924330875,1.382798e-05,0.000000e+00,-1.382798e-05,-3.271559e-07
2,8044,2,4,smooth,+0.0000000000,1.382416e-05,0.000000e+00,-1.382416e-05,-3.266923e-07
2,8046,1,4,smooth,+8.9929303525,1.382034e-05,0.000000e+00,-1.382034e-05,-3.262290e-07
2,8048,4,4,smooth,+0.0000000000,1.381652e-05,0.000000e+00,-1.381652e-05,-3.257661e-07
2,8050,1,4,smooth,+8.9934273704,1.381271e-05,0.000000e+00,-1.381271e-05,-3.253035e-07
2,8052,2,4,smooth,-26.9810273603,1.380890e-05,0.000000e+00,-1.380890e-05,-3.248413e-07
2,8054,1,4,smooth,+8.9939241414,1.380509e-05,0.000000e+00,-1.380509e-05,-3.243794e-07
2,8056,3,4,smooth,+0.0000000000,1.380128e-05,0.000000e+00,-1.380128e-05,-3.239179e-07
2,8058,1,4,smooth,+8.9944206658,1.379747e-05,0.000000e+00,-1.379747e-05,-3.234567e-07
2,8060,2,4,smooth,-26.9840065065,1.379367e-05,0.000000e+00,-1.379367e-05,-3.229958e-07
2,8062,1,4,smooth,+8.9949169437,1.378987e-05,0.000000e+00,-1.378987e-05,-3.225353e-07
2,8064,7,4,smooth,+0.0000000000,1.378607e-05,0.000000e+00,-1.378607e-05,-3.220752e-07
2,8066,1,4,smooth,+8.9954129754,1.378227e-05,0.000000e+00,-1.378227e-05,-3.216154e-07
2,8068,2,4,smooth,+0.0000000000,1.377847e-05,0.000000e+00,-1.377847e-05,-3.211559e-07
2,8070,1,4,smooth,+8.9959087613,1.377468e-05,0.000000e+00,-1.377468e-05,-3.206967e-07
2,8072,3,4,smooth,+0.0000000000,1.377088e-05,0.000000e+00,-1.377088e-05,-3.202380e-07
2,8074,1,4,smooth,+8.9964043014,1.376709e-05,0.000000e+00,-1.376709e-05,-3.197795e-07
2,8076,2,4,smooth,-8.9966519794,1.376331e-05,0.000000e+00,-1.376331e-05,-3.193214e-07
2,8078,1,4,smooth,+8.9968995961,1.375952e-05,0.000000e+00,-1.375952e-05,-3.188636e-07
2,8080,4,4,smooth,+0.0000000000,1.375574e-05,0.000000e+00,-1.375574e-05,-3.184062e-07
2,8082,1,4,smooth,+8.9973946456,1.375195e-05,0.000000e+00,-1.375195e-05,-3.179491e-07
2,8084,2,4,smooth,-8.9976420785,1.374817e-05,0.000000e+00,-1.374817e-05,-3.174924e-07
